id,title,url,web_archive_id,first_keywords_auto,last_keywords_auto,first_summary_auto,last_summary_auto,first_date_parsed,last_date_parsed,alive,type1,type2,keywords_processed,group
1758,Glasgow Times : Crookston Medical Centre issues urgent advice after patient confirmed with COVID-19,http://www.glasgowtimes.co.uk/news/18306262.crookston-medical-centre-issues-urgent-advice-patient-confirmed-covid-19/,107853,"March, medical, centre, Glasgow, patient, positive, surgery, patients","March, medical, centre, Glasgow, patient, positive, surgery, patients","In a statement he added: ""Patients who attended the surgery on Wednesday afternoon and Thursday were deemed to be low risk by Public Health but this, of course, will be of little reassurance to those patients who did attend.","In a statement he added: ""Patients who attended the surgery on Wednesday afternoon and Thursday were deemed to be low risk by Public Health but this, of course, will be of little reassurance to those patients who did attend.",2020-03-16,2020-03-16,no,News,CORONAVIRUS,"march,medical,centre,glasgow,patient,positive,surgery,patients",Media
1760,Glasgow Times : Coronavirus: Job Centre appointments for benefits claimants can take place remotely,http://www.glasgowtimes.co.uk/news/18306484.coronavirus-job-centre-appointments-benefits-claimants-can-take-place-remotely/,107855,"support, coronavirus, sick, Budget, people, Benefits, pay, hardship","support, coronavirus, sick, Budget, people, Benefits, pay, hardship","""But as coronavirus unfolds, more people could need this safety net than ever before - especially those who aren't eligible for sick pay or have unstable jobs.","""But as coronavirus unfolds, more people could need this safety net than ever before - especially those who aren't eligible for sick pay or have unstable jobs.",2020-03-16,2020-03-19,no,News,CORONAVIRUS,"support,coronavirus,sick,budget,people,benefits,pay,hardship",Media
1761,Glasgow Times : Coatbridge Saint Augustine church closed after young parishioner who tested positive for coronavirus attends large-scale mass,http://www.glasgowtimes.co.uk/news/18306488.coatbridge-saint-augustine-church-closed-young-parishioner-tested-positive-coronavirus-attends-large-scale-mass/,107856,"Scots, Parish, young, church, READ, Father, Kane, coronavirus","Scots, Parish, young, church, READ, Father, Kane, coronavirus",READ MORE: Crookston Medical Centre issues urgent advice after patient confirmed with COVID-19 No public masses or services will be celebrated until futher notice while the premises undergoes a deep anti-bacterial clean.,READ MORE: Crookston Medical Centre issues urgent advice after patient confirmed with COVID-19 No public masses or services will be celebrated until futher notice while the premises undergoes a deep anti-bacterial clean.,2020-03-16,2020-03-16,no,News,CORONAVIRUS,"scots,parish,young,church,read,father,kane,coronavirus",Media
1762,Glasgow Times : It’s business as usual for Glasgow theatres who will continue to open amid coronavirus outbreak,http://www.glasgowtimes.co.uk/news/18306523.business-usual-glasgow-theatres-will-continue-open-amid-coronavirus-outbreak/,107857,"Theatre, King, outbreak, venues, Glasgow, city, remain, open","Theatre, King, outbreak, venues, Glasgow, city, remain, open","This week, The King’s was expected to host shows for Glasgow International Comedy Festival - but organisers announced that they were cancelling events.","This week, The King’s was expected to host shows for Glasgow International Comedy Festival - but organisers announced that they were cancelling events.",2020-03-16,2020-11-16,no,News,CORONAVIRUS,"theatre,king,outbreak,venues,glasgow,city,remain,open",Media
1763,Glasgow Times : Coronavirus: Newton Mearns school announces closure after positive COVID-19 case,http://www.glasgowtimes.co.uk/news/18306588.coronavirus-newton-mearns-school-announces-closure-positive-covid-19-case/,107858,"school, March, Renfrewshire, Mair, East, coronavirus, case, Monday","school, March, Renfrewshire, Mair, East, coronavirus, case, Monday",READ MORE: Coronavirus LIVE: Scottish positive COVID-19 cases up by 32 Pupils and staff attending the secondary school Woodfarm High have been advised to attend classes as usual.,READ MORE: Coronavirus LIVE: Scottish positive COVID-19 cases up by 32 Pupils and staff attending the secondary school Woodfarm High have been advised to attend classes as usual.,2020-03-16,2020-03-16,no,News,CORONAVIRUS,"school,march,renfrewshire,mair,east,coronavirus,case,monday",Media
1764,Glasgow Times : Coronavirus: Royal Conservatoire of Scotland latest to call off teaching,http://www.glasgowtimes.co.uk/news/18306636.coronavirus-royal-conservatoire-scotland-latest-call-off-teaching/,107859,"University, Royal, Conservatoire, teaching, Scotland, Glasgow, Strathclyde, READ","University, Royal, Conservatoire, teaching, Scotland, Glasgow, Strathclyde, READ",The Royal Conservatoire of Scotland will keep its library and bookable individual practice rooms open.,The Royal Conservatoire of Scotland will keep its library and bookable individual practice rooms open.,2020-03-16,2025-07-22,no,News,CORONAVIRUS,"university,royal,conservatoire,teaching,scotland,glasgow,strathclyde,read",Media
1765,Glasgow Times : Coronavirus: Glasgow Taxis introduce strict cleaning process between hires,http://www.glasgowtimes.co.uk/news/18306637.coronavirus-glasgow-taxis-introduce-strict-cleaning-process-hires/,107861,"Glasgow, taxi, Taxis, Coronavirus, city, drivers, transport, outbreak","Glasgow, taxi, Taxis, Coronavirus, city, drivers, transport, outbreak","READ MORE: Popular foodie event in Glasgow to go cashless amid coronavirus outbreak Chairman Dougie McPherson said: “First and foremost, we are listening to the experts and following all government advice – at present that has not affected transport in the city.","READ MORE: Popular foodie event in Glasgow to go cashless amid coronavirus outbreak Chairman Dougie McPherson said: “First and foremost, we are listening to the experts and following all government advice – at present that has not affected transport in the city.",2020-03-18,2020-03-18,no,News,CORONAVIRUS,"glasgow,taxi,taxis,coronavirus,city,drivers,transport,outbreak",Media
1766,"Glasgow Times : Coronavirus: ""No bingo, no pubs"" advice for over 70s to stay safe from outbreak",http://www.glasgowtimes.co.uk/news/18306645.coronavirus-no-bingo-no-pubs-advice-70s-stay-safe-outbreak/,107862,"Scotland, People, contact, social, reduce, plan, older, bingo","Scotland, People, contact, social, reduce, plan, older, bingo","She added: “We will set out the detail of exactly what we are asking people to do, and when, in an open and orderly way.” Ms Freeman said: “The additional measures that we’ve always talked about are about reducing contact for those over 70 and in their eighties, asking them to reduce their social contact because they are one of the groups who are most at risk of this virus making them seriously ill. “The other group is people who have underlying health conditions whose immune system is suppressed.","She added: “We will set out the detail of exactly what we are asking people to do, and when, in an open and orderly way.” Ms Freeman said: “The additional measures that we’ve always talked about are about reducing contact for those over 70 and in their eighties, asking them to reduce their social contact because they are one of the groups who are most at risk of this virus making them seriously ill. “The other group is people who have underlying health conditions whose immune system is suppressed.",2020-03-16,2020-06-06,no,News,CORONAVIRUS,"scotland,people,contact,social,reduce,plan,older,bingo",Media
1768,Glasgow Times : Coronovirus: City foodbank hits out as mass buying continues in Glasgow,http://www.glasgowtimes.co.uk/news/18306876.coronovirus-city-foodbank-hits-mass-buying-continues-glasgow/,107864,"foodbank, people, GLASGOW, items, city, coronavirus, buying, week","foodbank, people, GLASGOW, items, city, coronavirus, buying, week","""With panic buying, we could face no longer being able to do this and it does put the food bank into difficulty.""","""With panic buying, we could face no longer being able to do this and it does put the food bank into difficulty.""",2020-03-17,2022-06-25,no,News,CORONAVIRUS,"foodbank,people,glasgow,items,city,coronavirus,buying,week",Media
1769,Glasgow Times : Glasgow hospital locks down ward and stops visitors amid coronavirus fears,http://www.glasgowtimes.co.uk/news/18306906.glasgow-hospital-locks-ward-stops-visitors-amid-coronavirus-fears/,107865,"Glasgow, ward, patient, hospital, coronavirus, Stobhill, CITY, Sunday","Glasgow, ward, patient, hospital, coronavirus, Stobhill, CITY, Sunday","""Infection control measures were put into place as a precautionary measure until lab results from swabs taken on the patient to determine if coronavirus is confirmed.""","""Infection control measures were put into place as a precautionary measure until lab results from swabs taken on the patient to determine if coronavirus is confirmed.""",2020-03-17,2020-03-17,no,News,CORONAVIRUS,"glasgow,ward,patient,hospital,coronavirus,stobhill,city,sunday",Media
1770,Glasgow Times : Six residents in Lanarkshire care home test positive for coronavirus,http://www.glasgowtimes.co.uk/news/18306993.six-residents-lanarkshire-care-home-test-positive-coronavirus/,107866,"care, home, health, Uddingston, Highgate, NHS, Lanarkshire, residents","care, home, health, Uddingston, Highgate, NHS, Lanarkshire, residents","“We are working closely with all the relevant bodies including NHS Lanarkshire and Health Protection Scotland as we implement our comprehensive contingency plan, which includes closing the home to all but absolutely essential visitors and continuing to take steps to ensure the highest standards of hygiene and infection control.” READ MORE: Care homes limit visits Highgate care home has around 70 residents.","“We are working closely with all the relevant bodies including NHS Lanarkshire and Health Protection Scotland as we implement our comprehensive contingency plan, which includes closing the home to all but absolutely essential visitors and continuing to take steps to ensure the highest standards of hygiene and infection control.” READ MORE: Care homes limit visits Highgate care home has around 70 residents.",2020-03-16,2020-06-06,no,News,CORONAVIRUS,"care,home,health,uddingston,highgate,nhs,lanarkshire,residents",Media
1771,Glasgow Times : Popular Finnieston restaurant suspends trading amid coronavirus outbreak,http://www.glasgowtimes.co.uk/news/18306997.popular-finnieston-restaurant-suspends-trading-amid-coronavirus-outbreak/,107867,"Finnieston, Gannet, popular, restaurants, outbreak, suspended, amid, due","Finnieston, Gannet, popular, restaurants, outbreak, suspended, amid, due","""Over the coming days Kevin will be in touch with everyone who has a upcoming booking.","""Over the coming days Kevin will be in touch with everyone who has a upcoming booking.",2020-03-16,2020-03-16,no,News,CORONAVIRUS,"finnieston,gannet,popular,restaurants,outbreak,suspended,amid,due",Media
1772,Glasgow Times : Coronavirus: Pavilion Theatre cancels shows for two months,http://www.glasgowtimes.co.uk/news/18308340.coronavirus-pavilion-theatre-cancels-shows-two-months/,107868,"March, GLASGOW'S, Shows, cancelled, Theatre, Pavilion, April, Scottish","March, GLASGOW'S, Shows, cancelled, Theatre, Pavilion, April, Scottish",READ MORE: 'Carmageddon': Stockpilers hit new B&M Robroyston - and Glaswegians react The city centre theatre was forced to close two years ago following a fire on Sauchiehall Street.,READ MORE: 'Carmageddon': Stockpilers hit new B&M Robroyston - and Glaswegians react The city centre theatre was forced to close two years ago following a fire on Sauchiehall Street.,2020-03-17,2020-03-17,no,News,CORONAVIRUS,"march,glasgow's,shows,cancelled,theatre,pavilion,april,scottish",Media
1773,Glasgow Times : Coronavirus: Glasgow homeless shelter fears over infections within rough sleepers,http://www.glasgowtimes.co.uk/news/18308364.coronavirus-glasgow-homeless-shelter-fears-infections-within-rough-sleepers/,107869,"Glasgow, shelter, City, homeless, coronavirus, health, council, night","Glasgow, shelter, City, homeless, coronavirus, health, council, night",Bosses at a homeless night shelter in Glasgow have expressed concern over coronavirus infections within rough sleepers.,Bosses at a homeless night shelter in Glasgow have expressed concern over coronavirus infections within rough sleepers.,2020-03-17,2020-03-17,no,News,CORONAVIRUS,"glasgow,shelter,city,homeless,coronavirus,health,council,night",Media
1774,Glasgow Times : Coronavirus: How to make your own hand sanitiser,http://www.glasgowtimes.co.uk/news/18308476.coronavirus-make-hand-sanitiser/,107870,"solution, coronavirus, alcohol, sanitiser, make, Boots, Mix, morning","solution, coronavirus, alcohol, sanitiser, make, Boots, Mix, morning","A germ expert has revealed how to make your own hand sanitiser using items from home, and it is much easier than one would think.","A germ expert has revealed how to make your own hand sanitiser using items from home, and it is much easier than one would think.",2020-03-17,2023-03-21,no,News,CORONAVIRUS,"solution,coronavirus,alcohol,sanitiser,make,boots,mix,morning",Media
1775,Glasgow Times : Coronavirus: Greater Glasgow hits 44 cases as 171 positive for COVID-19 in Scotland,http://www.glasgowtimes.co.uk/news/18308559.coronavirus-greater-glasgow-hits-44-cases-171-positive-covid-19-scotland/,107871,"coronavirus, people, Scotland, number, Glasgow, Scottish, practices, READ","coronavirus, people, Scotland, number, Glasgow, Scottish, practices, READ","Speaking at a briefing in Edinburgh she said: ""People with symptoms in hospital will continue to be tested but also our GP sentinel surveillance system, which we use routinely to monitor flu, is being significantly expanded.","Speaking at a briefing in Edinburgh she said: ""People with symptoms in hospital will continue to be tested but also our GP sentinel surveillance system, which we use routinely to monitor flu, is being significantly expanded.",2020-03-17,2020-03-31,no,News,CORONAVIRUS,"coronavirus,people,scotland,number,glasgow,scottish,practices,read",Media
1776,Glasgow Times : Coronavirus: Hug and Pint to close tomorrow as Staff Hardship Fund launched,http://www.glasgowtimes.co.uk/news/18308715.coronavirus-hug-pint-close-tomorrow-launches-staff-hardship-fund/,107872,"Hug, Great, Western, Road, venue, staff, Pint, Glasgow","Hug, Great, Western, Road, venue, staff, Pint, Glasgow",The pub has also set up an online Hardship Fund to support its staff via a crowd fundraising page.,The pub has also set up an online Hardship Fund to support its staff via a crowd fundraising page.,2020-03-17,2020-03-17,no,News,CORONAVIRUS,"hug,great,western,road,venue,staff,pint,glasgow",Media
1777,Glasgow Times : Coronavirus: Glasgow's Golden Generation calls for donations as centres close,http://www.glasgowtimes.co.uk/news/18308730.coronavirus-glasgows-golden-generation-calls-donations-centres-close/,107873,"Coronavirus, Glasgow, care, day, centres, service, Golden, Generation","Coronavirus, Glasgow, care, day, centres, service, Golden, Generation",Read more: Coronavirus: Greater Glasgow hits 44 cases as 171 positive for COVID-19 in Scotland Staff will deliver perishable items like milk and bread on a daily basis.,Read more: Coronavirus: Greater Glasgow hits 44 cases as 171 positive for COVID-19 in Scotland Staff will deliver perishable items like milk and bread on a daily basis.,2020-03-17,2020-03-17,no,News,CORONAVIRUS,"coronavirus,glasgow,care,day,centres,service,golden,generation",Media
1779,Glasgow Times : Coronavirus: Glaswegians stock up on camping gear before self-isolation,http://www.glasgowtimes.co.uk/news/18308982.coronavirus-glaswegians-stock-camping-gear-self-isolation/,107875,"GLASWEGIANS, Paisley, camping, stocking, self-isolation, revealed, food, gear","Team, Archive, history, data, projects, digital, saving, websites","READ MORE: Coronavirus: Hug and Pint to close tomorrow as Staff Hardship Fund launched ""Many families who had planned to go away for the easter holidays are now deciding to grab a tent and go on an isolated family camping stacations to ensure the kids are still entertained as many holiday resorts go on possible lockdown.""","The Archive Team Panic Downloads are full pulldowns of currently extant websites, meant to serve as emergency backups for needed sites that are in danger of closing, or which will be missed dearly if suddenly lost due to hard drive crashes or server failures.",2020-09-27,2025-07-22,no,News,CORONAVIRUS,"glaswegians,paisley,camping,stocking,self-isolation,revealed,food,gear",Media
1780,Glasgow Times : Coronavirus: Renfrewshire Council cancels events programme,http://www.glasgowtimes.co.uk/news/18309233.coronavirus-renfrewshire-council-cancels-events-programme/,107876,"RENFREWSHIRE, June, Scottish, Council, Government, events, Day, Saturday","RENFREWSHIRE, June, Scottish, Council, Government, events, Day, Saturday","“We will continue to review our future events, including Sma’ Shot Day on Saturday 4 July, as the situation progresses.""","“We will continue to review our future events, including Sma’ Shot Day on Saturday 4 July, as the situation progresses.""",2020-03-17,2020-07-19,no,News,CORONAVIRUS,"renfrewshire,june,scottish,council,government,events,day,saturday",Media
